network_countrycode,network_localid,network_name,network_namespace,network_timezone,pollutant,samplingpoint_localid,samplingpoint_namespace,samplingpoint_x,samplingpoint_y,coordsys,station_code,station_localid,station_name,station_namespace,value_datetime_begin,value_datetime_end,value_datetime_inserted,value_datetime_updated,value_numeric,value_validity,value_verification,station_altitude,value_unit
ES,NET_ES211A,CCAA Extremadura,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_10148001_30_59,ES.BDCA.AQD,-6.14722,40.07778,EPSG:4979,ES1997A,STA_ES1997A,PLASENCIA,ES.BDCA.AQD,2021-12-05 11:00:00+01:00,2021-12-05 12:00:00+01:00,2021-12-05 11:49:40+01:00,2021-12-06 11:53:58+01:00,,-1,3,181,ug/m3
ES,NET_ES201A,CCAA Andalucía,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_11033005_30_59,ES.BDCA.AQD,-5.37697,36.17943,EPSG:4979,ES0556A,STA_ES0556A,CAMPAMENTO,ES.BDCA.AQD,2021-12-05 05:00:00+01:00,2021-12-05 06:00:00+01:00,2021-12-05 05:54:08+01:00,2021-12-05 06:55:05+01:00,0,1,3,9,ug/m3
ES,NET_ES211A,CCAA Extremadura,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_06015001_30_59,ES.BDCA.AQD,-7.01145,38.88763,EPSG:4979,ES1601A,STA_ES1601A,BADAJOZ,ES.BDCA.AQD,2021-12-05 11:00:00+01:00,2021-12-05 12:00:00+01:00,2021-12-05 11:51:35+01:00,2021-12-05 12:53:11+01:00,0.25,1,3,390,ug/m3
ES,NET_ES212A,CCAA Galicia,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_36057026_30_59,ES.BDCA.AQD,-8.7111,42.2224,EPSG:4979,ES2063A,STA_ES2063A,LOPE DE VEGA,ES.BDCA.AQD,2021-12-06 02:00:00+01:00,2021-12-06 03:00:00+01:00,2021-12-06 02:52:52+01:00,2021-12-06 11:59:59+01:00,,-1,3,30,ug/m3
ES,NET_ES208A,CCAA Castilla y León,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_34120008_30_59,ES.BDCA.AQD,-4.53833333,42.019444439999994,EPSG:4979,ES1922A,STA_ES1922A,PALENCIA 3,ES.BDCA.AQD,2021-12-06 02:00:00+01:00,2021-12-06 03:00:00+01:00,2021-12-06 02:52:15+01:00,2021-12-06 11:59:24+01:00,,-1,3,953,ug/m3
ES,NET_ES214A,CCAA Murcia,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_30016020_30_59,ES.BDCA.AQD,-0.97527777,37.60305554999999,EPSG:4979,ES1921A,STA_ES1921A,MOMPEAN,ES.BDCA.AQD,2021-12-06 02:00:00+01:00,2021-12-06 03:00:00+01:00,2021-12-06 02:52:57+01:00,2021-12-06 03:56:19+01:00,0.02,1,3,10,ug/m3
ES,NET_ES214A,CCAA Murcia,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_30016001_30_59,ES.BDCA.AQD,-0.9133,37.6033,EPSG:4979,ES0651A,STA_ES0651A,ALUMBRES,ES.BDCA.AQD,2021-12-05 11:00:00+01:00,2021-12-05 12:00:00+01:00,2021-12-05 11:49:25+01:00,2021-12-05 12:45:33+01:00,0.1,1,3,60,ug/m3
ES,NET_ES201A,CCAA Andalucía,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_21041017_30_59,ES.BDCA.AQD,-6.924620000000001,37.27148,EPSG:4979,ES1658A,STA_ES1658A,CAMPUS DEL CARMEN,ES.BDCA.AQD,2021-12-05 05:00:00+01:00,2021-12-05 06:00:00+01:00,2021-12-05 05:54:00+01:00,2021-12-05 06:55:01+01:00,0,1,3,48,ug/m3
ES,NET_ES201A,CCAA Andalucía,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_11033010_30_59,ES.BDCA.AQD,-5.382500000000001,36.1801,EPSG:4979,ES1925A,STA_ES1925A,PUENTE MAYORGA,ES.BDCA.AQD,2021-12-05 11:00:00+01:00,2021-12-05 12:00:00+01:00,2021-12-05 11:49:20+01:00,2021-12-05 12:45:27+01:00,2,1,3,3,ug/m3
ES,NET_ES212A,CCAA Galicia,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_32054004_30_59,ES.BDCA.AQD,-7.8779,42.352999999999994,EPSG:4979,ES1096A,STA_ES1096A,GOMEZ FRANQUEIRA,ES.BDCA.AQD,2021-12-05 01:00:00+01:00,2021-12-05 02:00:00+01:00,2021-12-05 01:53:05+01:00,2021-12-06 11:57:02+01:00,,-1,3,132,ug/m3
ES,NET_ES216A,CCAA País Vasco,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_20069006_30_59,ES.BDCA.AQD,-1.9808299999999999,43.312169999999995,EPSG:4979,ES2101A,STA_ES2101A,EASO,ES.BDCA.AQD,2021-12-04 16:00:00+01:00,2021-12-04 17:00:00+01:00,2021-12-04 17:06:30+01:00,2021-12-04 18:56:52+01:00,0.08,1,3,6,ug/m3
ES,NET_ES214A,CCAA Murcia,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_30016020_30_59,ES.BDCA.AQD,-0.97527777,37.60305554999999,EPSG:4979,ES1921A,STA_ES1921A,MOMPEAN,ES.BDCA.AQD,2021-12-04 16:00:00+01:00,2021-12-04 17:00:00+01:00,2021-12-04 17:06:31+01:00,2021-12-04 17:57:39+01:00,0.02,1,3,10,ug/m3
ES,NET_ES208A,CCAA Castilla y León,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_34120008_30_59,ES.BDCA.AQD,-4.53833333,42.019444439999994,EPSG:4979,ES1922A,STA_ES1922A,PALENCIA 3,ES.BDCA.AQD,2021-12-06 10:00:00+01:00,2021-12-06 11:00:00+01:00,2021-12-06 11:03:10+01:00,2021-12-06 11:59:24+01:00,,-1,3,953,ug/m3
ES,NET_ES213A,CCAA Madrid,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_28047002_30_59,ES.BDCA.AQD,-4.01425,40.63389999999999,EPSG:4979,ES1803A,STA_ES1803A,COLLADO VILLALBA,ES.BDCA.AQD,2021-12-06 08:00:00+01:00,2021-12-06 09:00:00+01:00,2021-12-06 08:49:33+01:00,2021-12-06 09:46:50+01:00,0.5,1,3,873,ug/m3
ES,NET_ES203A,CCAA Asturias,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_33044033_30_59,ES.BDCA.AQD,-5.9697000000000005,43.345699999999994,EPSG:4979,ES2075A,STA_ES2075A,TRUBIA PISCINAS,ES.BDCA.AQD,2021-12-05 16:00:00+01:00,2021-12-05 17:00:00+01:00,2021-12-05 16:59:52+01:00,2021-12-06 11:59:46+01:00,,-1,3,89,ug/m3
ES,NET_ES211A,CCAA Extremadura,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_06158001_30_59,ES.BDCA.AQD,-6.395,38.42917,EPSG:4979,ES1820A,STA_ES1820A,ZAFRA,ES.BDCA.AQD,2021-12-05 11:00:00+01:00,2021-12-05 12:00:00+01:00,2021-12-05 11:49:17+01:00,2021-12-05 12:45:24+01:00,0.8,1,3,551,ug/m3
ES,NET_ES201A,CCAA Andalucía,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_11004007_30_59,ES.BDCA.AQD,-5.45343,36.13622999999999,EPSG:4979,ES1664A,STA_ES1664A,ALGECIRAS EPS,ES.BDCA.AQD,2021-12-05 11:00:00+01:00,2021-12-05 12:00:00+01:00,2021-12-05 11:51:53+01:00,2021-12-05 12:54:06+01:00,0,1,3,24,ug/m3
ES,NET_ES201A,CCAA Andalucía,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_11033007_30_59,ES.BDCA.AQD,-5.41141,36.18209999999999,EPSG:4979,ES0893A,STA_ES0893A,GUADARRANQUE,ES.BDCA.AQD,2021-12-05 11:00:00+01:00,2021-12-05 12:00:00+01:00,2021-12-05 11:51:53+01:00,2021-12-05 12:54:06+01:00,0,1,3,2,ug/m3
ES,NET_ES215A,CCAA Navarra,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_31201015_30_59,ES.BDCA.AQD,-1.6428000000000003,42.80799999999999,EPSG:4979,ES2108A,STA_ES2108A,FELISA MUNARRIZ,ES.BDCA.AQD,2021-12-05 05:00:00+01:00,2021-12-05 06:00:00+01:00,2021-12-05 05:58:43+01:00,2021-12-05 07:04:54+01:00,0.15,1,3,444,ug/m3
ES,NET_ES201A,CCAA Andalucía,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_04013004_30_59,ES.BDCA.AQD,-2.44672,36.84132999999999,EPSG:4979,ES1393A,STA_ES1393A,MEDITERRÁNEO,ES.BDCA.AQD,2021-12-05 11:00:00+01:00,2021-12-05 12:00:00+01:00,2021-12-05 11:50:13+01:00,2021-12-06 11:55:23+01:00,,-1,3,51,ug/m3
ES,NET_ES213A,CCAA Madrid,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_28058004_30_59,ES.BDCA.AQD,-3.800946,40.281505,EPSG:4979,ES1565A,STA_ES1565A,FUENLABRADA,ES.BDCA.AQD,2021-12-05 11:00:00+01:00,2021-12-05 12:00:00+01:00,2021-12-05 11:50:07+01:00,2021-12-05 12:48:25+01:00,0.1,1,3,674,ug/m3
ES,NET_ES214A,CCAA Murcia,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_30030007_30_59,ES.BDCA.AQD,-1.14472222,37.993611109999996,EPSG:4979,ES1633A,STA_ES1633A,SAN BASILIO,ES.BDCA.AQD,2021-12-05 00:00:00+01:00,2021-12-05 01:00:00+01:00,2021-12-05 00:57:45+01:00,2021-12-05 01:55:50+01:00,1.5,1,3,40,ug/m3
ES,NET_ES214A,CCAA Murcia,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_30016018_30_59,ES.BDCA.AQD,-1.06472222,37.69361111,EPSG:4979,ES1423A,STA_ES1423A,LA ALJORRA,ES.BDCA.AQD,2021-12-05 00:00:00+01:00,2021-12-05 01:00:00+01:00,2021-12-05 00:57:50+01:00,2021-12-06 12:00:06+01:00,,-1,3,80,ug/m3
ES,NET_ES216A,CCAA País Vasco,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_20073001_30_59,ES.BDCA.AQD,-2.05051,43.273789999999984,EPSG:4979,ES2118A,STA_ES2118A,Usurbil,ES.BDCA.AQD,2021-12-05 00:00:00+01:00,2021-12-05 01:00:00+01:00,2021-12-05 00:58:03+01:00,2021-12-05 01:56:03+01:00,0.23,1,3,35,ug/m3
ES,NET_ES216A,CCAA País Vasco,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_48002002_30_59,ES.BDCA.AQD,-3.0974,43.31962000000001,EPSG:4979,ES2124A,STA_ES2124A,Las Carreras,ES.BDCA.AQD,2021-12-05 00:00:00+01:00,2021-12-05 01:00:00+01:00,2021-12-05 00:58:16+01:00,2021-12-06 12:00:24+01:00,,-1,3,91,ug/m3
ES,NET_ES214A,CCAA Murcia,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_30030007_30_59,ES.BDCA.AQD,-1.14472222,37.993611109999996,EPSG:4979,ES1633A,STA_ES1633A,SAN BASILIO,ES.BDCA.AQD,2021-12-06 02:00:00+01:00,2021-12-06 03:00:00+01:00,2021-12-06 02:52:54+01:00,2021-12-06 03:56:17+01:00,0.3,1,3,40,ug/m3
ES,NET_ES214A,CCAA Murcia,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_30016018_30_59,ES.BDCA.AQD,-1.06472222,37.69361111,EPSG:4979,ES1423A,STA_ES1423A,LA ALJORRA,ES.BDCA.AQD,2021-12-06 02:00:00+01:00,2021-12-06 03:00:00+01:00,2021-12-06 02:52:57+01:00,2021-12-06 12:00:06+01:00,,-1,3,80,ug/m3
ES,NET_ES210A,CCAA Com. Valenciana,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_12040010_30_59,ES.BDCA.AQD,0.010555550000000002,39.98194443999999,EPSG:4979,ES1445A,STA_ES1445A,CASTELLÓ-GRAU,ES.BDCA.AQD,2021-12-04 16:00:00+01:00,2021-12-04 17:00:00+01:00,2021-12-04 17:06:28+01:00,2021-12-06 12:00:01+01:00,,-1,3,10,ug/m3
ES,NET_ES216A,CCAA País Vasco,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_20902001_30_59,ES.BDCA.AQD,-2.01913,43.26874,EPSG:4979,ES2119A,STA_ES2119A,Lasarte-Oria,ES.BDCA.AQD,2021-12-05 05:00:00+01:00,2021-12-05 06:00:00+01:00,2021-12-05 05:58:41+01:00,2021-12-05 08:02:33+01:00,0.1,1,3,36,ug/m3
ES,NET_ES215A,CCAA Navarra,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_31201015_30_59,ES.BDCA.AQD,-1.6428000000000003,42.80799999999999,EPSG:4979,ES2108A,STA_ES2108A,FELISA MUNARRIZ,ES.BDCA.AQD,2021-12-05 19:00:00+01:00,2021-12-05 20:00:00+01:00,2021-12-05 19:57:23+01:00,2021-12-05 20:58:48+01:00,0.31,1,3,444,ug/m3
ES,NET_ES201A,CCAA Andalucía,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_11033007_30_59,ES.BDCA.AQD,-5.41141,36.18209999999999,EPSG:4979,ES0893A,STA_ES0893A,GUADARRANQUE,ES.BDCA.AQD,2021-12-04 19:00:00+01:00,2021-12-04 20:00:00+01:00,2021-12-04 19:53:45+01:00,2021-12-04 21:58:33+01:00,1,1,3,2,ug/m3
ES,NET_ES201A,CCAA Andalucía,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_21055005_30_59,ES.BDCA.AQD,-6.888580000000001,37.21925,EPSG:4979,ES1067A,STA_ES1067A,PALOS,ES.BDCA.AQD,2021-12-05 11:00:00+01:00,2021-12-05 12:00:00+01:00,2021-12-05 11:51:50+01:00,2021-12-05 12:54:00+01:00,0,1,3,28,ug/m3
ES,NET_ES216A,CCAA País Vasco,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_20069006_30_59,ES.BDCA.AQD,-1.9808299999999999,43.312169999999995,EPSG:4979,ES2101A,STA_ES2101A,EASO,ES.BDCA.AQD,2021-12-05 05:00:00+01:00,2021-12-05 06:00:00+01:00,2021-12-05 05:58:32+01:00,2021-12-05 08:01:39+01:00,0.06,1,3,6,ug/m3
ES,NET_ES214A,CCAA Murcia,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_30016020_30_59,ES.BDCA.AQD,-0.97527777,37.60305554999999,EPSG:4979,ES1921A,STA_ES1921A,MOMPEAN,ES.BDCA.AQD,2021-12-05 05:00:00+01:00,2021-12-05 06:00:00+01:00,2021-12-05 05:58:33+01:00,2021-12-05 07:04:24+01:00,0.02,1,3,10,ug/m3
ES,NET_ES203A,CCAA Asturias,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_33044030_30_59,ES.BDCA.AQD,-5.833,43.366499999999995,EPSG:4979,ES1269A,STA_ES1269A,PALACIO DE DEPORTES,ES.BDCA.AQD,2021-12-05 11:00:00+01:00,2021-12-05 12:00:00+01:00,2021-12-05 11:52:02+01:00,2021-12-05 12:54:26+01:00,0.33,1,3,180,ug/m3
ES,NET_ES213A,CCAA Madrid,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_28047002_30_59,ES.BDCA.AQD,-4.01425,40.63389999999999,EPSG:4979,ES1803A,STA_ES1803A,COLLADO VILLALBA,ES.BDCA.AQD,2021-12-05 11:00:00+01:00,2021-12-05 12:00:00+01:00,2021-12-05 11:49:29+01:00,2021-12-05 12:45:40+01:00,0.5,1,3,873,ug/m3
ES,NET_ES201A,CCAA Andalucía,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_11033005_30_59,ES.BDCA.AQD,-5.37697,36.17943,EPSG:4979,ES0556A,STA_ES0556A,CAMPAMENTO,ES.BDCA.AQD,2021-12-04 22:00:00+01:00,2021-12-04 23:00:00+01:00,2021-12-04 22:50:00+01:00,2021-12-04 23:51:47+01:00,1,1,3,9,ug/m3
ES,NET_ES201A,CCAA Andalucía,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_11008008_30_59,ES.BDCA.AQD,-5.43576,36.190479999999994,EPSG:4979,ES1076A,STA_ES1076A,CORTIJILLOS,ES.BDCA.AQD,2021-12-05 01:00:00+01:00,2021-12-05 02:00:00+01:00,2021-12-05 01:53:14+01:00,2021-12-05 02:55:32+01:00,0,1,3,26,ug/m3
ES,NET_ES217A,CCAA La Rioja,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_26089001_30_59,ES.BDCA.AQD,-2.4280000000000004,42.46399999999999,EPSG:4979,ES1602A,STA_ES1602A,LA CIGÜEÑA,ES.BDCA.AQD,2021-12-05 22:00:00+01:00,2021-12-05 23:00:00+01:00,2021-12-05 22:51:14+01:00,2021-12-05 23:50:42+01:00,0.09,1,3,385,ug/m3
ES,NET_ES201A,CCAA Andalucía,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_18087007_30_59,ES.BDCA.AQD,-3.61266,37.1961,EPSG:4979,ES1560A,STA_ES1560A,GRANADA - NORTE,ES.BDCA.AQD,2021-12-05 22:00:00+01:00,2021-12-05 23:00:00+01:00,2021-12-05 22:50:19+01:00,2021-12-06 00:50:17+01:00,2,1,3,689,ug/m3
ES,NET_ES211A,CCAA Extremadura,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_10148001_30_59,ES.BDCA.AQD,-6.14722,40.07778,EPSG:4979,ES1997A,STA_ES1997A,PLASENCIA,ES.BDCA.AQD,2021-12-05 07:00:00+01:00,2021-12-05 08:00:00+01:00,2021-12-05 07:54:06+01:00,2021-12-06 11:53:58+01:00,,-1,3,181,ug/m3
ES,NET_ES209A,CCAA Cataluña,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_08089005_30_59,ES.BDCA.AQD,1.9915239570000003,41.303112534,EPSG:4979,ES1910A,STA_ES1910A,Gavà (parc del Mil·leni),ES.BDCA.AQD,2021-12-06 10:00:00+01:00,2021-12-06 11:00:00+01:00,2021-12-06 11:01:40+01:00,2021-12-06 11:59:14+01:00,,-1,3,25,ug/m3
ES,NET_ES214A,CCAA Murcia,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_30005002_30_59,ES.BDCA.AQD,-1.23083333,37.97555555000001,EPSG:4979,ES1627A,STA_ES1627A,ALCANTARILLA,ES.BDCA.AQD,2021-12-04 16:00:00+01:00,2021-12-04 17:00:00+01:00,2021-12-04 16:57:47+01:00,2021-12-04 17:50:29+01:00,0.8,1,3,80,ug/m3
ES,NET_ES213A,CCAA Madrid,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_28058004_30_59,ES.BDCA.AQD,-3.800946,40.281505,EPSG:4979,ES1565A,STA_ES1565A,FUENLABRADA,ES.BDCA.AQD,2021-12-04 16:00:00+01:00,2021-12-04 17:00:00+01:00,2021-12-04 16:59:58+01:00,2021-12-04 17:53:23+01:00,0.1,1,3,674,ug/m3
ES,NET_ES205A,CCAA Islas Canarias,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_38038024_30_59,ES.BDCA.AQD,-16.27675,28.455374999999993,EPSG:4979,ES2003A,STA_ES2003A,TENA ARTIGAS-STA CRUZ DE TENERIFE,ES.BDCA.AQD,2021-12-05 22:00:00+01:00,2021-12-05 23:00:00+01:00,2021-12-05 22:50:52+01:00,2021-12-05 23:50:25+01:00,0.3,1,3,169,ug/m3
ES,NET_ES203A,CCAA Asturias,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_33024025_30_59,ES.BDCA.AQD,-5.673499999999999,43.52989999999999,EPSG:4979,ES1272A,STA_ES1272A,CONSTITUCIÓN,ES.BDCA.AQD,2021-12-05 22:00:00+01:00,2021-12-05 23:00:00+01:00,2021-12-05 22:50:36+01:00,2021-12-05 23:50:15+01:00,0.6,1,3,29,ug/m3
ES,NET_ES212A,CCAA Galicia,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_15030001_30_59,ES.BDCA.AQD,-8.420599,43.36709999999999,EPSG:4979,ES1138A,STA_ES1138A,CORLAB 1,ES.BDCA.AQD,2021-12-05 22:00:00+01:00,2021-12-05 23:00:00+01:00,2021-12-05 22:51:00+01:00,2021-12-06 11:56:18+01:00,,-1,3,35,ug/m3
ES,NET_ES201A,CCAA Andalucía,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_29067006_30_59,ES.BDCA.AQD,-4.4475,36.71963999999999,EPSG:4979,ES1750A,STA_ES1750A,CARRANQUE,ES.BDCA.AQD,2021-12-04 19:00:00+01:00,2021-12-04 20:00:00+01:00,2021-12-04 19:52:41+01:00,2021-12-04 20:49:57+01:00,0,1,3,36,ug/m3
