network_countrycode,network_localid,network_name,network_namespace,network_timezone,pollutant,samplingpoint_localid,samplingpoint_namespace,samplingpoint_x,samplingpoint_y,coordsys,station_code,station_localid,station_name,station_namespace,value_datetime_begin,value_datetime_end,value_datetime_inserted,value_datetime_updated,value_numeric,value_validity,value_verification,station_altitude,value_unit
ES,NET_ES211A,CCAA Extremadura,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_10148001_30_59,ES.BDCA.AQD,-6.14722,40.07778,EPSG:4979,ES1997A,STA_ES1997A,PLASENCIA,ES.BDCA.AQD,2021-12-05 08:00:00+01:00,2021-12-05 09:00:00+01:00,2021-12-05 08:50:05+01:00,2021-12-06 11:53:58+01:00,,-1,3,181,ug/m3
ES,NET_ES201A,CCAA Andalucía,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_14021007_30_59,ES.BDCA.AQD,-4.762340000000001,37.89261,EPSG:4979,ES1799A,STA_ES1799A,LEPANTO,ES.BDCA.AQD,2021-12-05 12:00:00+01:00,2021-12-05 13:00:00+01:00,2021-12-05 12:44:40+01:00,2021-12-05 13:48:12+01:00,0,1,3,119,ug/m3
ES,NET_ES201A,CCAA Andalucía,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_11004007_30_59,ES.BDCA.AQD,-5.45343,36.13622999999999,EPSG:4979,ES1664A,STA_ES1664A,ALGECIRAS EPS,ES.BDCA.AQD,2021-12-06 09:00:00+01:00,2021-12-06 10:00:00+01:00,2021-12-06 09:54:57+01:00,2021-12-06 10:58:59+01:00,0,1,3,24,ug/m3
ES,NET_ES203A,CCAA Asturias,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_33024025_30_59,ES.BDCA.AQD,-5.673499999999999,43.52989999999999,EPSG:4979,ES1272A,STA_ES1272A,CONSTITUCIÓN,ES.BDCA.AQD,2021-12-04 15:00:00+01:00,2021-12-04 16:00:00+01:00,2021-12-04 16:40:44+01:00,2021-12-04 17:00:19+01:00,0.51,1,3,29,ug/m3
ES,NET_ES212A,CCAA Galicia,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_15030001_30_59,ES.BDCA.AQD,-8.420599,43.36709999999999,EPSG:4979,ES1138A,STA_ES1138A,CORLAB 1,ES.BDCA.AQD,2021-12-04 15:00:00+01:00,2021-12-04 16:00:00+01:00,2021-12-04 16:40:55+01:00,2021-12-06 11:56:18+01:00,,-1,3,35,ug/m3
ES,NET_ES213A,CCAA Madrid,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_28006004_30_59,ES.BDCA.AQD,-3.645253,40.540351,EPSG:4979,ES1564A,STA_ES1564A,ALCOBENDAS,ES.BDCA.AQD,2021-12-04 15:00:00+01:00,2021-12-04 16:00:00+01:00,2021-12-04 16:39:48+01:00,2021-12-04 16:59:09+01:00,0.4,1,3,671,ug/m3
ES,NET_ES209A,CCAA Cataluña,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_08301004_30_59,ES.BDCA.AQD,2.013824628,41.31347520799999,EPSG:4979,ES1903A,STA_ES1903A,Viladecans (Atrium),ES.BDCA.AQD,2021-12-06 08:00:00+01:00,2021-12-06 09:00:00+01:00,2021-12-06 08:53:34+01:00,2021-12-06 11:00:55+01:00,0.6,1,3,14,ug/m3
ES,NET_ES201A,CCAA Andalucía,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_23050003_30_59,ES.BDCA.AQD,-3.7815699999999994,37.78255000000001,EPSG:4979,ES1656A,STA_ES1656A,RONDA DEL VALLE,ES.BDCA.AQD,2021-12-04 15:00:00+01:00,2021-12-04 16:00:00+01:00,2021-12-04 16:39:55+01:00,2021-12-04 17:52:33+01:00,0,1,3,480,ug/m3
ES,NET_ES212A,CCAA Galicia,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_36057019_30_59,ES.BDCA.AQD,-8.7421,42.219,EPSG:4979,ES1137A,STA_ES1137A,ARENAL,ES.BDCA.AQD,2021-12-04 17:00:00+01:00,2021-12-04 18:00:00+01:00,2021-12-04 17:52:43+01:00,2021-12-06 11:54:23+01:00,,-1,3,53,ug/m3
ES,NET_ES201A,CCAA Andalucía,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_11033007_30_59,ES.BDCA.AQD,-5.41141,36.18209999999999,EPSG:4979,ES0893A,STA_ES0893A,GUADARRANQUE,ES.BDCA.AQD,2021-12-05 20:00:00+01:00,2021-12-05 21:00:00+01:00,2021-12-05 20:56:04+01:00,2021-12-05 22:53:23+01:00,0,1,3,2,ug/m3
ES,NET_ES201A,CCAA Andalucía,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_14021007_30_59,ES.BDCA.AQD,-4.762340000000001,37.89261,EPSG:4979,ES1799A,STA_ES1799A,LEPANTO,ES.BDCA.AQD,2021-12-05 18:00:00+01:00,2021-12-05 19:00:00+01:00,2021-12-05 18:49:06+01:00,2021-12-05 20:48:29+01:00,0,1,3,119,ug/m3
ES,NET_ES208A,CCAA Castilla y León,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_49275002_30_59,ES.BDCA.AQD,-5.746388879999999,41.50972221999999,EPSG:4979,ES1927A,STA_ES1927A,ZAMORA 2,ES.BDCA.AQD,2021-12-06 00:00:00+01:00,2021-12-06 01:00:00+01:00,2021-12-06 00:57:28+01:00,2021-12-06 11:59:46+01:00,,-1,3,720,ug/m3
ES,NET_ES203A,CCAA Asturias,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_33044030_30_59,ES.BDCA.AQD,-5.833,43.366499999999995,EPSG:4979,ES1269A,STA_ES1269A,PALACIO DE DEPORTES,ES.BDCA.AQD,2021-12-05 09:00:00+01:00,2021-12-05 10:00:00+01:00,2021-12-05 09:57:59+01:00,2021-12-05 10:50:09+01:00,0.08,1,3,180,ug/m3
ES,NET_ES201A,CCAA Andalucía,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_11033007_30_59,ES.BDCA.AQD,-5.41141,36.18209999999999,EPSG:4979,ES0893A,STA_ES0893A,GUADARRANQUE,ES.BDCA.AQD,2021-12-05 09:00:00+01:00,2021-12-05 10:00:00+01:00,2021-12-05 09:57:44+01:00,2021-12-05 11:51:53+01:00,0,1,3,2,ug/m3
ES,NET_ES201A,CCAA Andalucía,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_11033007_30_59,ES.BDCA.AQD,-5.41141,36.18209999999999,EPSG:4979,ES0893A,STA_ES0893A,GUADARRANQUE,ES.BDCA.AQD,2021-12-06 09:00:00+01:00,2021-12-06 10:00:00+01:00,2021-12-06 09:54:57+01:00,2021-12-06 11:58:33+01:00,0,1,3,2,ug/m3
ES,NET_ES215A,CCAA Navarra,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_31201015_30_59,ES.BDCA.AQD,-1.6428000000000003,42.80799999999999,EPSG:4979,ES2108A,STA_ES2108A,FELISA MUNARRIZ,ES.BDCA.AQD,2021-12-06 08:00:00+01:00,2021-12-06 09:00:00+01:00,2021-12-06 08:54:45+01:00,2021-12-06 09:57:21+01:00,0.27,1,3,444,ug/m3
ES,NET_ES205A,CCAA Islas Canarias,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_38038023_30_59,ES.BDCA.AQD,-16.26333,28.457953999999987,EPSG:4979,ES2000A,STA_ES2000A,PISCINA MUNICIPAL-STA CRUZ DE TF,ES.BDCA.AQD,2021-12-06 03:00:00+01:00,2021-12-06 04:00:00+01:00,2021-12-06 03:52:28+01:00,2021-12-06 04:54:08+01:00,0.4,1,3,68,ug/m3
ES,NET_ES203A,CCAA Asturias,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_33031032_30_59,ES.BDCA.AQD,-5.6796,43.29409999999999,EPSG:4979,ES1353A,STA_ES1353A,SAMA I,ES.BDCA.AQD,2021-12-06 07:00:00+01:00,2021-12-06 08:00:00+01:00,2021-12-06 07:53:23+01:00,2021-12-06 08:51:27+01:00,3.9,1,3,216,ug/m3
ES,NET_ES208A,CCAA Castilla y León,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_49275002_30_59,ES.BDCA.AQD,-5.746388879999999,41.50972221999999,EPSG:4979,ES1927A,STA_ES1927A,ZAMORA 2,ES.BDCA.AQD,2021-12-05 16:00:00+01:00,2021-12-05 17:00:00+01:00,2021-12-05 16:59:53+01:00,2021-12-06 11:59:46+01:00,,-1,3,720,ug/m3
ES,NET_ES204A,CCAA Islas Baleares,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_07040002_30_59,ES.BDCA.AQD,2.6558300000000004,39.57007999999999,EPSG:4979,ES1610A,STA_ES1610A,FONERS,ES.BDCA.AQD,2021-12-05 09:00:00+01:00,2021-12-05 10:00:00+01:00,2021-12-05 09:58:07+01:00,2021-12-05 11:52:08+01:00,0.2,1,3,23,ug/m3
ES,NET_ES210A,CCAA Com. Valenciana,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_03014006_30_59,ES.BDCA.AQD,-0.4719444400000001,38.35944444,EPSG:4979,ES1635A,STA_ES1635A,ALACANT-EL PLÁ,ES.BDCA.AQD,2021-12-05 09:00:00+01:00,2021-12-05 10:00:00+01:00,2021-12-05 09:58:08+01:00,2021-12-05 10:50:16+01:00,0.1,1,3,45,ug/m3
ES,NET_ES201A,CCAA Andalucía,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_21055005_30_59,ES.BDCA.AQD,-6.888580000000001,37.21925,EPSG:4979,ES1067A,STA_ES1067A,PALOS,ES.BDCA.AQD,2021-12-06 09:00:00+01:00,2021-12-06 10:00:00+01:00,2021-12-06 09:54:51+01:00,2021-12-06 10:58:46+01:00,0,1,3,28,ug/m3
ES,NET_ES201A,CCAA Andalucía,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_21055005_30_59,ES.BDCA.AQD,-6.888580000000001,37.21925,EPSG:4979,ES1067A,STA_ES1067A,PALOS,ES.BDCA.AQD,2021-12-05 20:00:00+01:00,2021-12-05 21:00:00+01:00,2021-12-05 20:55:57+01:00,2021-12-05 22:53:19+01:00,0,1,3,28,ug/m3
ES,NET_ES205A,CCAA Islas Canarias,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_38038023_30_59,ES.BDCA.AQD,-16.26333,28.457953999999987,EPSG:4979,ES2000A,STA_ES2000A,PISCINA MUNICIPAL-STA CRUZ DE TF,ES.BDCA.AQD,2021-12-05 04:00:00+01:00,2021-12-05 05:00:00+01:00,2021-12-05 04:56:07+01:00,2021-12-05 05:52:43+01:00,0.4,1,3,68,ug/m3
ES,NET_ES203A,CCAA Asturias,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_33031032_30_59,ES.BDCA.AQD,-5.6796,43.29409999999999,EPSG:4979,ES1353A,STA_ES1353A,SAMA I,ES.BDCA.AQD,2021-12-05 12:00:00+01:00,2021-12-05 13:00:00+01:00,2021-12-05 12:50:18+01:00,2021-12-05 13:51:02+01:00,0.11,1,3,216,ug/m3
ES,NET_ES201A,CCAA Andalucía,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_14021007_30_59,ES.BDCA.AQD,-4.762340000000001,37.89261,EPSG:4979,ES1799A,STA_ES1799A,LEPANTO,ES.BDCA.AQD,2021-12-06 07:00:00+01:00,2021-12-06 08:00:00+01:00,2021-12-06 07:45:00+01:00,2021-12-06 08:48:49+01:00,0,1,3,119,ug/m3
ES,NET_ES216A,CCAA País Vasco,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_48002002_30_59,ES.BDCA.AQD,-3.0974,43.31962000000001,EPSG:4979,ES2124A,STA_ES2124A,Las Carreras,ES.BDCA.AQD,2021-12-06 08:00:00+01:00,2021-12-06 09:00:00+01:00,2021-12-06 08:54:55+01:00,2021-12-06 12:00:24+01:00,,-1,3,91,ug/m3
ES,NET_ES201A,CCAA Andalucía,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_04013004_30_59,ES.BDCA.AQD,-2.44672,36.84132999999999,EPSG:4979,ES1393A,STA_ES1393A,MEDITERRÁNEO,ES.BDCA.AQD,2021-12-05 08:00:00+01:00,2021-12-05 09:00:00+01:00,2021-12-05 08:51:47+01:00,2021-12-06 11:55:23+01:00,,-1,3,51,ug/m3
ES,NET_ES216A,CCAA País Vasco,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_01059008_30_59,ES.BDCA.AQD,-2.6807,42.8548,EPSG:4979,ES1502A,STA_ES1502A,AVENIDA GASTEIZ,ES.BDCA.AQD,2021-12-05 09:00:00+01:00,2021-12-05 10:00:00+01:00,2021-12-05 09:58:31+01:00,2021-12-05 11:52:21+01:00,0.2,1,3,517,ug/m3
ES,NET_ES216A,CCAA País Vasco,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_20902001_30_59,ES.BDCA.AQD,-2.01913,43.26874,EPSG:4979,ES2119A,STA_ES2119A,Lasarte-Oria,ES.BDCA.AQD,2021-12-05 01:00:00+01:00,2021-12-05 02:00:00+01:00,2021-12-05 05:00:05+01:00,+01:00,0.13,1,3,36,ug/m3
ES,NET_ES216A,CCAA País Vasco,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_20902001_30_59,ES.BDCA.AQD,-2.01913,43.26874,EPSG:4979,ES2119A,STA_ES2119A,Lasarte-Oria,ES.BDCA.AQD,2021-12-05 02:00:00+01:00,2021-12-05 03:00:00+01:00,2021-12-05 05:00:05+01:00,+01:00,0.1,1,3,36,ug/m3
ES,NET_ES216A,CCAA País Vasco,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_20902001_30_59,ES.BDCA.AQD,-2.01913,43.26874,EPSG:4979,ES2119A,STA_ES2119A,Lasarte-Oria,ES.BDCA.AQD,2021-12-05 03:00:00+01:00,2021-12-05 04:00:00+01:00,2021-12-05 05:00:05+01:00,2021-12-05 05:58:41+01:00,0.11,1,3,36,ug/m3
ES,NET_ES216A,CCAA País Vasco,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_20902001_30_59,ES.BDCA.AQD,-2.01913,43.26874,EPSG:4979,ES2119A,STA_ES2119A,Lasarte-Oria,ES.BDCA.AQD,2021-12-05 04:00:00+01:00,2021-12-05 05:00:00+01:00,2021-12-05 05:00:05+01:00,2021-12-05 05:58:41+01:00,0.1,1,3,36,ug/m3
ES,NET_ES201A,CCAA Andalucía,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_11004007_30_59,ES.BDCA.AQD,-5.45343,36.13622999999999,EPSG:4979,ES1664A,STA_ES1664A,ALGECIRAS EPS,ES.BDCA.AQD,2021-12-05 19:00:00+01:00,2021-12-05 20:00:00+01:00,2021-12-05 19:55:41+01:00,2021-12-05 21:54:14+01:00,0,1,3,24,ug/m3
ES,NET_ES205A,CCAA Islas Canarias,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_38038010_30_59,ES.BDCA.AQD,-16.261895,28.462173000000003,EPSG:4979,ES1131A,STA_ES1131A,TOME CANO,ES.BDCA.AQD,2021-12-05 19:00:00+01:00,2021-12-05 20:00:00+01:00,2021-12-05 19:56:00+01:00,2021-12-05 20:56:25+01:00,0.6,1,3,67,ug/m3
ES,NET_ES217A,CCAA La Rioja,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_26089001_30_59,ES.BDCA.AQD,-2.4280000000000004,42.46399999999999,EPSG:4979,ES1602A,STA_ES1602A,LA CIGÜEÑA,ES.BDCA.AQD,2021-12-05 21:00:00+01:00,2021-12-05 22:00:00+01:00,2021-12-05 21:52:38+01:00,2021-12-05 22:51:14+01:00,0.09,1,3,385,ug/m3
ES,NET_ES201A,CCAA Andalucía,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_18087007_30_59,ES.BDCA.AQD,-3.61266,37.1961,EPSG:4979,ES1560A,STA_ES1560A,GRANADA - NORTE,ES.BDCA.AQD,2021-12-05 12:00:00+01:00,2021-12-05 13:00:00+01:00,2021-12-05 12:48:56+01:00,2021-12-05 13:50:05+01:00,0,1,3,689,ug/m3
ES,NET_ES214A,CCAA Murcia,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_30005002_30_59,ES.BDCA.AQD,-1.23083333,37.97555555000001,EPSG:4979,ES1627A,STA_ES1627A,ALCANTARILLA,ES.BDCA.AQD,2021-12-05 18:00:00+01:00,2021-12-05 19:00:00+01:00,2021-12-05 18:48:51+01:00,2021-12-05 19:44:32+01:00,0.8,1,3,80,ug/m3
ES,NET_ES203A,CCAA Asturias,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_33024025_30_59,ES.BDCA.AQD,-5.673499999999999,43.52989999999999,EPSG:4979,ES1272A,STA_ES1272A,CONSTITUCIÓN,ES.BDCA.AQD,2021-12-05 04:00:00+01:00,2021-12-05 05:00:00+01:00,2021-12-05 04:55:42+01:00,2021-12-05 05:51:59+01:00,0.2,1,3,29,ug/m3
ES,NET_ES212A,CCAA Galicia,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_15030001_30_59,ES.BDCA.AQD,-8.420599,43.36709999999999,EPSG:4979,ES1138A,STA_ES1138A,CORLAB 1,ES.BDCA.AQD,2021-12-05 04:00:00+01:00,2021-12-05 05:00:00+01:00,2021-12-05 04:56:04+01:00,2021-12-06 11:56:18+01:00,,-1,3,35,ug/m3
ES,NET_ES209A,CCAA Cataluña,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_43103001_30_59,ES.BDCA.AQD,1.236702825,41.19358724099999,EPSG:4979,ES1122A,STA_ES1122A,Perafort (Puigdelfí),ES.BDCA.AQD,2021-12-05 09:00:00+01:00,2021-12-05 10:00:00+01:00,2021-12-05 09:58:23+01:00,2021-12-05 10:50:23+01:00,0.6,1,3,97,ug/m3
ES,NET_ES212A,CCAA Galicia,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_36042001_30_59,ES.BDCA.AQD,-8.5239,42.18139999999999,EPSG:4979,ES2015A,STA_ES2015A,PONTEAREAS,ES.BDCA.AQD,2021-12-06 08:00:00+01:00,2021-12-06 09:00:00+01:00,2021-12-06 08:54:16+01:00,2021-12-06 11:59:53+01:00,,-1,3,42,ug/m3
ES,NET_ES203A,CCAA Asturias,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_33024024_30_59,ES.BDCA.AQD,-5.6989,43.5388,EPSG:4979,ES1271A,STA_ES1271A,ARGENTINA,ES.BDCA.AQD,2021-12-06 08:00:00+01:00,2021-12-06 09:00:00+01:00,2021-12-06 08:54:31+01:00,2021-12-06 09:57:10+01:00,0.04,1,3,19,ug/m3
ES,NET_ES210A,CCAA Com. Valenciana,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_12040015_30_59,ES.BDCA.AQD,-0.02611111,39.98888888,EPSG:4979,ES1834A,STA_ES1834A,CASTELLÓ-PATRONAT D'ESPORTS,ES.BDCA.AQD,2021-12-05 12:00:00+01:00,2021-12-05 13:00:00+01:00,2021-12-05 12:53:11+01:00,2021-12-05 13:52:18+01:00,0.1,1,3,18,ug/m3
ES,NET_ES212A,CCAA Galicia,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_36024001_30_59,ES.BDCA.AQD,-8.1071,42.656299999999995,EPSG:4979,ES2084A,STA_ES2084A,LALÍN,ES.BDCA.AQD,2021-12-06 08:00:00+01:00,2021-12-06 09:00:00+01:00,2021-12-06 08:54:19+01:00,2021-12-06 11:59:55+01:00,,-1,3,600,ug/m3
ES,NET_ES216A,CCAA País Vasco,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_20019001_30_59,ES.BDCA.AQD,-2.19138,43.048109999999994,EPSG:4979,ES1499A,STA_ES1499A,BEASAIN,ES.BDCA.AQD,2021-12-06 00:00:00+01:00,2021-12-06 01:00:00+01:00,2021-12-06 00:58:02+01:00,2021-12-06 03:56:18+01:00,0.21,1,3,153,ug/m3
ES,NET_ES208A,CCAA Castilla y León,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_34120008_30_59,ES.BDCA.AQD,-4.53833333,42.019444439999994,EPSG:4979,ES1922A,STA_ES1922A,PALENCIA 3,ES.BDCA.AQD,2021-12-06 08:00:00+01:00,2021-12-06 09:00:00+01:00,2021-12-06 08:53:50+01:00,2021-12-06 11:59:24+01:00,,-1,3,953,ug/m3
ES,NET_ES201A,CCAA Andalucía,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_21055005_30_59,ES.BDCA.AQD,-6.888580000000001,37.21925,EPSG:4979,ES1067A,STA_ES1067A,PALOS,ES.BDCA.AQD,2021-12-05 19:00:00+01:00,2021-12-05 20:00:00+01:00,2021-12-05 19:55:36+01:00,2021-12-05 21:54:12+01:00,0,1,3,28,ug/m3
ES,NET_ES208A,CCAA Castilla y León,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_34120008_30_59,ES.BDCA.AQD,-4.53833333,42.019444439999994,EPSG:4979,ES1922A,STA_ES1922A,PALENCIA 3,ES.BDCA.AQD,2021-12-05 19:00:00+01:00,2021-12-05 20:00:00+01:00,2021-12-05 19:56:39+01:00,2021-12-06 11:59:24+01:00,,-1,3,953,ug/m3
ES,NET_ES207A,CCAA Cast. la Mancha,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_13071015_30_59,ES.BDCA.AQD,-4.08858,38.681979999999996,EPSG:4979,ES1279A,STA_ES1279A,CAMPO DE FÚTBOL,ES.BDCA.AQD,2021-12-06 07:00:00+01:00,2021-12-06 08:00:00+01:00,2021-12-06 07:54:33+01:00,2021-12-06 08:52:14+01:00,0.19,1,3,685,ug/m3
ES,NET_ES211A,CCAA Extremadura,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_06015001_30_59,ES.BDCA.AQD,-7.01145,38.88763,EPSG:4979,ES1601A,STA_ES1601A,BADAJOZ,ES.BDCA.AQD,2021-12-06 07:00:00+01:00,2021-12-06 08:00:00+01:00,2021-12-06 07:54:51+01:00,2021-12-06 08:52:34+01:00,0.3,1,3,390,ug/m3
ES,NET_ES205A,CCAA Islas Canarias,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_38038023_30_59,ES.BDCA.AQD,-16.26333,28.457953999999987,EPSG:4979,ES2000A,STA_ES2000A,PISCINA MUNICIPAL-STA CRUZ DE TF,ES.BDCA.AQD,2021-12-06 01:00:00+01:00,2021-12-06 02:00:00+01:00,2021-12-06 01:54:39+01:00,2021-12-06 02:49:48+01:00,0.4,1,3,68,ug/m3
ES,NET_ES205A,CCAA Islas Canarias,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_38038023_30_59,ES.BDCA.AQD,-16.26333,28.457953999999987,EPSG:4979,ES2000A,STA_ES2000A,PISCINA MUNICIPAL-STA CRUZ DE TF,ES.BDCA.AQD,2021-12-06 07:00:00+01:00,2021-12-06 08:00:00+01:00,2021-12-06 07:52:06+01:00,2021-12-06 08:51:01+01:00,0.4,1,3,68,ug/m3
ES,NET_ES201A,CCAA Andalucía,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_04013004_30_59,ES.BDCA.AQD,-2.44672,36.84132999999999,EPSG:4979,ES1393A,STA_ES1393A,MEDITERRÁNEO,ES.BDCA.AQD,2021-12-06 10:00:00+01:00,2021-12-06 11:00:00+01:00,2021-12-06 10:53:00+01:00,2021-12-06 11:55:23+01:00,,-1,3,51,ug/m3
ES,NET_ES212A,CCAA Galicia,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_36042001_30_59,ES.BDCA.AQD,-8.5239,42.18139999999999,EPSG:4979,ES2015A,STA_ES2015A,PONTEAREAS,ES.BDCA.AQD,2021-12-05 12:00:00+01:00,2021-12-05 13:00:00+01:00,2021-12-05 12:55:51+01:00,2021-12-06 11:59:53+01:00,,-1,3,42,ug/m3
ES,NET_ES210A,CCAA Com. Valenciana,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_12040015_30_59,ES.BDCA.AQD,-0.02611111,39.98888888,EPSG:4979,ES1834A,STA_ES1834A,CASTELLÓ-PATRONAT D'ESPORTS,ES.BDCA.AQD,2021-12-06 07:00:00+01:00,2021-12-06 08:00:00+01:00,2021-12-06 07:54:51+01:00,2021-12-06 08:52:34+01:00,0.1,1,3,18,ug/m3
ES,NET_ES211A,CCAA Extremadura,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_06158001_30_59,ES.BDCA.AQD,-6.395,38.42917,EPSG:4979,ES1820A,STA_ES1820A,ZAFRA,ES.BDCA.AQD,2021-12-06 10:00:00+01:00,2021-12-06 11:00:00+01:00,2021-12-06 10:49:56+01:00,2021-12-06 11:52:55+01:00,0.7,1,3,551,ug/m3
ES,NET_ES203A,CCAA Asturias,ES.BDCA.AQD,http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC,C6H6,SP_33024024_30_59,ES.BDCA.AQD,-5.6989,43.5388,EPSG:4979,ES1271A,STA_ES1271A,ARGENTINA,ES.BDCA.AQD,2021-12-05 10:00:00+01:00,2021-12-05 11:00:00+01:00,2021-12-05 10:51:24+01:00,2021-12-05 11:53:09+01:00,0.12,1,3,19,ug/m3
